player_id,date,speed_mean,speed_max,speed_std,acc_norm_mean,acc_norm_max,acc_norm_std,gyro_norm_mean,gyro_norm_max,n_samples,source_file
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-02,1.3737690120331694,11.5,2.8303088551693816,1.1669002803872925,14.272962205639908,0.3753334564015414,0.11618925219109122,5.633597616856409,827629,2020-07-02-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-04,0.7969745836030625,7.900006,1.1445059233402703,1.2010177153758783,14.398303122970878,0.5363288871893821,0.16725673621112877,5.937845009266625,769290,2020-07-04-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-06,0.7971982479511351,6.311116,1.0088397517077348,1.2127061758856192,11.032419211945951,0.5612042117904306,0.1970327952228079,4.60611841927408,584470,2020-07-06-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-07,0.7429522341966609,6.588894,1.0537984687687978,1.195926100132628,11.354915733859613,0.5215581269754574,0.16938323193480562,2.6572604893961773,764870,2020-07-07-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-08,0.4865736830714539,6.997228,0.9930228670769132,1.1721843832124872,10.040222460272908,0.42303383204214523,0.12005409537200291,3.931430687868392,703250,2020-07-08-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-10,0.5810315074227956,5.741671,0.9074391578450396,1.1983848156878167,11.190431499892828,0.5567448136278258,0.1552718297222569,3.3891296077572153,411570,2020-07-10-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-20,0.7933419755806854,6.966672,0.7913406825542951,1.2026140578223625,11.657484641832424,0.55461785613675,0.21042841722202268,3.616081604278887,343990,2020-07-20-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-21,0.4333162418609018,5.241671,0.791027439512578,1.174271625134473,10.661639480510344,0.4338480499850186,0.149190955785485,3.991681591309989,426030,2020-07-21-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-22,0.4953355176028481,6.71945,0.8279877825725996,1.1874135124302043,9.828813118628922,0.5131611037858587,0.1576687941993462,4.832422183604713,303360,2020-07-22-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-29,0.6333928192571072,7.102783,0.9146956609602452,1.1912712975464994,10.024883062989671,0.4723391344347597,0.16875534649884558,2.733959667815251,626470,2020-07-29-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-07-30,0.4793753119159394,6.683339,0.8377595119308967,1.1809613392453815,11.763069438343473,0.46577376846181234,0.14976770109111337,3.3482325446221357,679510,2020-07-30-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-02,0.6128894665704196,6.633339,0.8582339080667808,1.1790415749980487,11.636005087301974,0.3925528670603274,0.14138450997299798,4.06840085115136,512570,2020-07-02-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-03,1.20955717596389,7.113895,1.2925545116544042,1.2083782533129337,13.906551582840672,0.6829522470263646,0.2117675928195099,6.0365229370855555,967045,2020-07-03-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-06,1.0726833527869124,7.061117,1.0322399938566427,1.2230124252543828,13.880245804898745,0.6809431138875703,0.2378670180856577,3.5596359602705205,480460,2020-07-06-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-07,1.0241659100560507,6.447227,1.1220696262386765,1.202230436609205,13.977915580578841,0.6205908150942195,0.19520231036702276,5.144753714163572,665470,2020-07-07-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-08,1.123594706955965,6.94445,1.2868862421733185,1.2017012809405971,12.67112508310784,0.6393098201214565,0.1943605945581539,3.9231432501693697,734190,2020-07-08-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-10,0.6274086445984033,7.077783,0.9127771085837898,1.163879395154334,13.74086000619573,0.4649455683326298,0.1453286843151671,3.0972448511157067,538239,2020-07-10-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-11,1.2121916868112947,7.283339,1.213130687653363,1.2265299769016802,18.203368517877657,0.759860245608578,0.24442071937400084,6.285205719956428,929280,2020-07-11-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-13,0.7847471430545816,6.027783,0.8700507980214677,1.184957200512501,11.56480651519431,0.543764496608641,0.18885388711434933,3.552158051019107,437749,2020-07-13-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-14,1.0664449055873337,6.413894,1.089536357254959,1.198620471792577,13.373628736611005,0.6145476447748213,0.19280946962003467,3.988848669205916,632860,2020-07-14-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-15,1.0895737579236293,7.100006,1.3307449207260085,1.20520197718215,12.047005130791318,0.648268039804603,0.19219460406334746,2.7257663580984324,579280,2020-07-15-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-16,0.7778808219220044,6.975006,1.0118538145502043,1.19283839270451,15.297319824508495,0.5782480527929025,0.1861886993667352,3.9392644849330427,620290,2020-07-16-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-18,0.7583878379463079,6.358338,0.8870854567427302,1.191002877043104,12.623836422085843,0.4670705671061306,0.15298284066230994,2.9477082483238277,480890,2020-07-18-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-19,1.1852939807488376,7.49445,1.230164986783625,1.219417005053096,14.912014171102578,0.7237713087505576,0.2348777936544925,6.110939220758877,1042015,2020-07-19-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-21,0.6826225228170169,5.600004,0.8391798629155718,1.16984401013563,10.078477531533677,0.47659902510129076,0.18309190966536618,4.138366464720886,536880,2020-07-21-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-22,1.029619854833255,6.580561,1.153567100738943,1.1889965115332444,12.084438961212761,0.5958516697269843,0.18581204925251568,3.0158499698034236,680080,2020-07-22-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-25,1.3771912425038,7.36945,1.3010413539935348,1.2306107410576919,14.864608988660152,0.7967152069988239,0.2567774394879951,7.4348640378861175,1013180,2020-07-25-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-27,0.581164829059829,5.286115,0.7331433765331585,1.1828204924275227,10.80570498740694,0.4733665502460679,0.18001729216718612,6.163222769431871,180180,2020-07-27-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-29,0.9873928562300319,5.997227,1.0461375515848008,1.208535679724384,15.545180156595196,0.6720068923003528,0.22287847891906432,5.5197334117542525,779370,2020-07-29-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-07-30,1.030375579361656,7.425006,1.2220482983733871,1.2035224426289388,15.245598336698977,0.6669460648817872,0.2076738367970676,4.504380074661337,788290,2020-07-30-TeamA-1846d424-c17c-6279-23c6-612f48268673.csv
TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613,2020-07-02,0.6295639542932243,6.41945,0.8739626878990181,1.1645577712600115,15.398420130808931,0.4079467013187004,0.17706306371809416,4.047846379294028,410880,2020-07-02-TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613.csv
TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613,2020-07-03,0.5607488300596809,7.288895,0.8812330814158772,1.1612255210633764,11.954708509356546,0.4256622722584017,0.15670897665050773,3.553912881143538,966810,2020-07-03-TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613.csv
TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613,2020-07-04,1.2463638717256706,7.230561,1.1647165240601347,1.2303749369513752,16.986531680344193,0.6565166638124801,0.27303642042174914,5.736706740366633,755880,2020-07-04-TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613.csv
TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613,2020-07-06,0.9791654478577904,5.688893,1.0026390137285395,1.2138411086924064,13.870950006400305,0.6032608045347584,0.24107102067770428,4.5138641606982155,518390,2020-07-06-TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613.csv
TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613,2020-07-07,0.9765934101082516,6.86945,1.1191351353872594,1.2187111085324105,17.66131724035184,0.6045874381907209,0.23799771444996612,5.165286491873687,629090,2020-07-07-TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613.csv
TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613,2020-07-08,1.1023164160990362,7.211117,1.266662955809072,1.2146039622591838,15.57084985241674,0.6076315682725703,0.2357761088812192,4.943843201435107,707620,2020-07-08-TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613.csv
TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613,2020-07-10,0.5971633657670818,6.611116,0.9048308966018809,1.1738375926000049,15.232660878355901,0.4331316855841827,0.18478133398853527,6.107301433316205,390180,2020-07-10-TeamA-23a7711a-8133-2876-37eb-dcd9e87a1613.csv
