epoch,train_loss,val_loss,val_acc,val_roc_auc,val_pr_auc
1,0.8699012490737524,0.7771454400335039,0.3662142857142857,0.7038632208978395,0.3979739556828221
2,0.778870257806881,0.7263999089513506,0.444,0.7617331728867743,0.46216326776694583
3,0.7283265502527433,0.7029157738685607,0.49835714285714283,0.7835654774863119,0.48824217576319845
4,0.6949449391524208,0.6869228911399842,0.5323571428571429,0.7997105482161347,0.5228473317233405
5,0.6640762448943214,0.6730507727350508,0.5512142857142858,0.8136800513857025,0.5393302662467283
6,0.636598334920287,0.6188555296489171,0.6138571428571429,0.832957360131498,0.5705761329052984
7,0.6150795729495122,0.601548027924129,0.6412857142857142,0.8431322990230196,0.5881549027740907
8,0.59302312431319,0.5883267457144601,0.6515,0.8526000300119132,0.6076054749392328
9,0.5755623142838819,0.5807843582970755,0.6492142857142857,0.8604967258909849,0.627152144168788
10,0.5556467617473307,0.5567141965457372,0.6927142857142857,0.8660063433705819,0.6352240491080952
11,0.533954076229044,0.5469335468155997,0.6855,0.8781495591307988,0.6532860630405085
12,0.5202023118930184,0.5204122638702393,0.7068571428571429,0.88634653702531,0.6774754017808228
13,0.5027107456867961,0.5127504297665187,0.7116428571428571,0.8915204676717291,0.6865659766924697
14,0.48386795934836263,0.48088345302854263,0.7389285714285714,0.9031113771597494,0.7131047195489998
15,0.47048746969548977,0.4691824346951076,0.7620714285714286,0.9053693042332879,0.7140778784250451
16,0.4603725543513264,0.46169234085083005,0.7497142857142857,0.913388724967824,0.7276786928671489
17,0.4485899290895074,0.45692123331342427,0.7472142857142857,0.9157628911962122,0.7369881074873386
18,0.4364863408404511,0.4397266956056867,0.7612857142857142,0.9199732658828367,0.7544120412094331
19,0.4312875965049145,0.439912091255188,0.7657142857142857,0.9211822419384889,0.7526517245820098
20,0.4216896181696355,0.4414170504297529,0.7561428571428571,0.923990402229233,0.7640327364844336
21,0.4141733891836341,0.4166282364981515,0.7951428571428572,0.9259286346080953,0.7647632386918976
22,0.407200727295518,0.42501928581510273,0.774,0.9284276135544746,0.7687880687631784
23,0.3997012480910269,0.4107019349506923,0.7804285714285715,0.9313344660703238,0.7801685664444236
24,0.39338305462746637,0.4026134971550533,0.7922142857142858,0.9337452217193024,0.7876886159500505
25,0.386855432517574,0.3994653514453343,0.7926428571428571,0.9346967539601495,0.7916331830232501
26,0.3839864648484812,0.39542770654814585,0.7881428571428571,0.938451115778907,0.796781216864571
27,0.3789871129499036,0.38848485251835413,0.8040714285714285,0.9377146185707642,0.7967381900102927
28,0.37037197834783014,0.3828419852937971,0.8059285714285714,0.9400655813907894,0.799732613377747
29,0.3661464502285036,0.38610898314203534,0.7950714285714285,0.9409284164930952,0.808817930812212
30,0.36379953323539155,0.37134248866353714,0.8293571428571429,0.9406000741975996,0.8000519729268496
31,0.36059570581644074,0.36900461408070157,0.8101428571428572,0.9457381261851396,0.8152162101827497
32,0.3560617378436501,0.3677928946018219,0.8196428571428571,0.9432942905015197,0.8148867807916085
33,0.350580916214313,0.3689550554071154,0.8194285714285714,0.9436721195811564,0.8189292896735701
34,0.3510722833074623,0.36534540125301906,0.8206428571428571,0.9452054102826074,0.8165600471166482
35,0.34473655127704034,0.3614191550186702,0.8207142857142857,0.9457567096423799,0.8216287861591437
36,0.34730685573317566,0.35652479018483846,0.8197857142857143,0.9474056175821836,0.8247674617168536
37,0.3322227383443728,0.35439823372023443,0.8255,0.948430891350566,0.8287309340603379
38,0.33335080619161145,0.3593970136642456,0.8194285714285714,0.9482299382842645,0.830059451182279
39,0.3348481689380281,0.35809242967196875,0.8157142857142857,0.949350602197302,0.8326059456575222
40,0.3307052915228064,0.3438609632083348,0.831,0.9506850276949782,0.8363734774361404
41,0.32536424096970473,0.3442615103040423,0.8281428571428572,0.951167249900945,0.837413250660047
42,0.3262692560183411,0.3517083493982043,0.8175,0.9522316747935852,0.8382749481725492
43,0.3172859986398462,0.3341246509552002,0.8347142857142857,0.9544501842072243,0.8459466765049771
44,0.3206441175786979,0.34919177644593374,0.8201428571428572,0.9527131270076983,0.8409715269467969
45,0.31601063187119377,0.3293771609238216,0.8402857142857143,0.9549393067248038,0.8475449679988079
46,0.31422812565414615,0.33766579467909674,0.8295714285714286,0.9553228811282726,0.8472501141608388
47,0.30927152773437144,0.32771816672597615,0.8382857142857143,0.9561331494790221,0.8516360281561381
48,0.3075224028833541,0.33131450373785837,0.8312142857142857,0.9562750649006884,0.8528613928639727
49,0.3071821504211834,0.3406079340321677,0.8227142857142857,0.9565391869140714,0.8547199912217145
50,0.3059726995631388,0.3262368198803493,0.8397857142857142,0.9569266705069517,0.8545187642548051
51,0.3020122911868982,0.3245448342050825,0.8442142857142857,0.9570747310559127,0.8517639938277388
52,0.30174073331268975,0.3262532659598759,0.8363571428571429,0.9576122742150666,0.8548234167630804
53,0.3041438761385436,0.3200619659764426,0.8452142857142857,0.9579931536470472,0.8531922858605139
54,0.3012389891242702,0.31886634492874144,0.8436428571428571,0.9582233071736498,0.8575200332707051
55,0.29629170798662563,0.3192021136624473,0.8456428571428571,0.9582711355137983,0.8594435162529216
56,0.2957323904182841,0.31600487984929765,0.8502142857142857,0.9590038419928147,0.8573339567597036
57,0.2912092100684214,0.31858047257150923,0.8455,0.9593696621610396,0.8602748478151994
58,0.2893595451470346,0.3258493035520826,0.8379285714285715,0.95887039648154,0.8579805383315128
59,0.29491497652191695,0.3154012678691319,0.8458571428571429,0.9603105477837547,0.8635658621259217
60,0.2950060500555843,0.317844696862357,0.8415714285714285,0.9603705034956002,0.8621808081468925
61,0.2908593234910944,0.3053196239812033,0.8588571428571429,0.9611198240296156,0.8653810045764029
62,0.288478069677004,0.3045908645902361,0.8552857142857143,0.9618507684118898,0.8693098936003611
63,0.28303207064799646,0.30868442470686774,0.856,0.9609339450346054,0.8659469659236361
64,0.2838351174985062,0.30499076867103575,0.8552142857142857,0.961929203928226,0.8697236004496157
65,0.2801262466324167,0.3084949462754386,0.8533571428571428,0.9620596731248351,0.8670125545220068
66,0.2818341880477912,0.3017279426710946,0.8489285714285715,0.9638228212021759,0.8739387755506298
67,0.28205998356435635,0.30726501781599863,0.8491428571428571,0.9622646834559047,0.8706577026935863
68,0.2767678754163758,0.294548620394298,0.8627857142857143,0.9636246963751834,0.8777439159202421
